question,answer
سؤال 1529--, رحم بانويي به هر علّت قادر به نگاهداري جنين نيست و سقط مي كند. با آميزش نطفه وي و شوهرش در آزمايشگاه و انتقال جنين به رحم زن ديگري كه شوهر ندارد به اصطلاح مادر جانشين و يا مادر قائم مقام ناميده مي شودبچه رشد مي كند و به موقع، متولّد مي شود و برابر قرارداد مزد معيّني به مادر جانشين داده مي شود تا كودك تحويل زن و شوهر گردد. آيا اين امر مي تواند جايز باشد؟جواب:
سؤال 1530--, در مفروض سؤال قبل اگر اين عمل چه جايز باشد و يا نه به هر حال انجام بگيرد، با وجود اينكه اين كودك در رحم مادر جانشين بزرگ شده است امّا داراي صفات ارثي زن اوّل مي باشد. با توجّه به آيه دوّم سوره مباركه مجادله به كدام يك از اين دو زن تعلّق دارد و وارث كدام يك از آنهاست؟جواب:
سؤال 1531--, شوهر نطفه ندارد و همسرش سالم و نطفه دار است. آيا مي شود نطفه مرد اجنبي را با نطفه اين زن شوهردار مخلوط كرد و به رحم اين زن تزريق نمود؟جواب:
سؤال 1532--, مرد نطفه ندارد و از همسرش جدا شده است، اگر اين زن به صيغه مردي درآيد، نطفه اين مرد جديد و نطفه زن را تركيب مي كنند، زن بعد از پايان صيغه و عدّه به عقد شوهر اوّل درمي آيد و بعداً آن نطفه را به داخل رحم زن تزريقمي كنند در اين صورت پدر ومادر، ارث و محرميّت به چه صورت است و حكم شرعي آن چيست؟جواب:
سؤال 1533--, آيا پيوند تخمدان زن اجنبي (مانند پيوند كليه) به زوجه براي باردار شدن جايز است و اگر جايز است آيا: الف) ديه دارد؟ ب) تخمدان را مي توان فروخت؟ ج) حكم اولاد زوجه چگونه است؟ د) زن اجنبي حقّي مانند مادر بودن پيدا مي كند يا خير؟جواب:
سؤال 1534--, بعضي از مؤمنين و مؤمنات كه براي اولاددار شدن به مراكز ناباروري مراجعه مي كنند و از حيث نطفه نقايصي دارند، آيا مي توانند از نطفه هايي كه در بانك نطفه نگهداري مي شود در لقاح مصنوعي با مني خود آنها ممزوج و شرايط لقاح را فراهم و با دستگاه در رحم همسران آنها قرار دهند يا خير؟ در صورتي كه به طور كلّي در مني آنها اسپرم و تخمك وجود نداشته باشد آيا مي توانند از اسپرمها و تخمكهاي مجهول الهويه موجود در بانك نطفه استفاده نمايند و چنانچه در دو فرض فوق فرزندي به وجود آيد ولد متعلّق به چه كسي خواهد بود؟جواب:
سؤال 1535--, بيماري كه بنابر تشخيص اطباي حاذق در صورت ترك نمودن عمل جرّاحي به زودي خواهد مرد و در صورت اقدام به عمل جراحي احتمال قوي دارد كه زنده بماند و ليكن تا پايان عمر دچار درد و رنج شديد و توانفرساست و احتمال مرگ هم در كار مي باشد، بفرماييد تكليف اين بيمار چيست؟جواب:
سؤال 1536--, شخصي استخوان پاي وي شكسته است چنانچه جرّاحي روي پاي وي انجام ندهند تا پايان عمر زمين گير شده و با درد و رنج بايد به سر ببرد و اگر عمل كند احتمال بهبودي داده مي شود، بفرماييد:الف) با چند در صد احتمال بهبودي تكليف وي اقدام براي عمل مي باشد؟ب) چنانچه عمل و شرايط به گونه اي است كه احتمال مرگ هم بعيد نباشد بفرماييد با چند در صد احتمال مرگ وظيفه ترك كردن عمل مي باشد؟جواب:
سؤال 1537--, بيماري كه به ناراحتيهاي رواني شديدي دچار است و جهت معالجه به پزشك مراجعه مي نمايد پزشك هم احتمال خوب شدن وي را منحصراً در اقدام به عمل جرّاحي مي داند و در صورت عمل كردن هم احتمال مي دهد حيات مغزي اين بيمار از بين برود و براي هميشه بيمار فلج شود، آيا در اين صورت طبيب مي تواند دستبه عمل جراحي بزند؟جواب:
سؤال 1538--, الف) آيا دروغ گفتن براي حفظ جان مسلماني جايز است؟ب) دروغ گفتن جهت حفظ جان كافر ذمّي چه صورتي دارد؟ج) در جايي كه انسان مي تواند با دروغ گفتن و به خطر انداختن جان خود و يا شخص ديگر، موجب نجات جان چند مسلمان بشود تكليف وي را در اين مورد بيان فرماييد كه آيا اين كار جايز است و در صورت به خطر افتادن جان آن شخص ديگر (با دروغ اين انسان) و تلف شدن، ديه به عهده كيست؟جواب:
سؤال 1539--, در عالم پزشكي متداول شده كه روي موجودات بسيار ريز ژنهاي درون سلولهاي بدن انسان و غير انسان اقداماتي انجام مي دهند كه گفته مي شود موجب پيدايش تغييراتي در ساختمان رواني انسانها و يا تغييرات جسمي انسانها و غير انسانها مي گردد، بفرماييد:الف) آيا نفس اين عمل (دست كاري كردن ژنها) جايز است؟ب) در صورتي كه اين اقدام به منظور درمان صورت نگيرد و ليكن در جهت دستيابي به برتريهاي جسمي و يا رواني و پيشرفت علمپزشكي بوده باشد، آيا جايز است چنين اقداماتي انجام گيرد؟ج) اگر اقدام فوق روي نطفه يا جنين انجام شود حكم چگونه خواهد بود؟جواب:
سؤال 1540--, الف) آيا براي نجات جان يك مسلمان، انسان مي تواند عضوي از اعضاي خود را به او هديه كند، بدون اين كه هيچ خطر جاني متوجّه انسان دهنده عضو بوده باشد؟ب) آيا دهنده عضو مي تواند پولي در عوض دريافت نمايد؟ج) اگر احتمال آسيب و خطر كمتر از مرگ براي دهنده عضو در كار باشد آيا اين اقدام جايز است در صورتي كه با اين كار مسلماني را از مرگ نجات بدهد؟جواب:
سؤال 1541--, نسبت به شخصي كه به گونه اي مي خواهد اقدام به خودكشي نمايد بفرماييد:الف) آيا جلوگيري از خودكشي وي بر ديگران واجب است؟ب) اگر ممانعت از خودكشي آن شخص، مستلزم مخارجي باشد آن مخارج را چه كسي و تا چه مقداري بايد پرداخت نمايد؟ج) اگر بازداري شخص فوق از خودكشي، مستلزم استقبال از خطر جاني يا به خطر افتادن سلامت شخص نجات دهنده باشد تا چه اندازه بايد از اين خطر استقبال نمايد؟د) آيا در نجات جان چنين فردي، فرقي بين مسلمان يا كافر حربي يا كافر غير حربي كه مي خواهد خودكشي نمايد وجود دارد، اگر هست احكامآن را بفرماييد؟ه-) آيا براي ممانعت از خودكشي آن شخص، رضايت يا عدم رضايت وي براي نجات در تكليف نجات دهنده، مدخليّت دارد يا خير؟و) در صورت عدم رضايت براي نجات جان خود اگر كسي اقدامي در جهت نجات وي انجام داد كه در ضمن آسيبي هم به شخص خودكشي كننده وارد شد، آيا منجي ضامن است؟جواب:
سؤال 1542--, تغيير جنسّيت از نظر شرع چگونه است؟جواب:
سؤال 1543--, دختري از كودكي لباس مردانه مي پوشيده و حالا كه بزرگ شده خود را مرد مي داند و با استفاده از داروهاي شيميايي حالت مردانه در او ايجاد شده و با مراجعه به پزشك، درخواست تغيير جنسيّت خود را نموده است، آيا پزشك مجاز به تغيير جنسيّت مي باشد؟جواب:
سؤال 1544--, اگر مردي در اثر عدم تربيت صحيح و عدم مراعات مسائل شرعي در خانواده، در كودكي لباس زنانه پوشيده و حالا كه بزرگ شده خود را زن مي داند و با استفاده از داروهاي شيميايي حالات زنانه در او تقويت شده و درخواست تغيير جنسيت مي كند، آيا جايز است تغيير جنسيّت بدهد؟جواب:
سؤال 1545--, با توجّه به اينكه تغيير جنسيّت از نظر طبّي در غير از خنثي (دو جنسي) به تعبير اطبا تنقيص جنسيّت محسوب مي شود، بعضاً اطبا با مواردي مواجهند كه شخص از نظر ظاهر بدن بدون هيچ شبهه اي يا مرد است يا زن، ولي داراي تمايلات، احساسات و عواطف جنس مخالف است. بسياري از اين افراد مي گويند اگر اين تغيير و لو به طور صوري و ظاهري صورت نگيرد، انتحار خواهيم كرد (تا به حال دو بار اين مسأله پيش آمده) و با توجّه به اينكه آمارهاي علمي نشان مي دهد، اينگونه افراد شش الي شانزده ماه بعد از وضعيّت جديد پشيمان خواهند شد، آيا اطبا در اينگونه موارد كه با تهديد انتحار مواجهند، مي توانند از باب اينكه حفظ نفس مقدّم بر حفظ عضو است، اين عمل را انجام دهند؟جواب:
سؤال 1546--, در برخي بيماريها مثل نارسايي كليه با اطمينان مي توان به بيمار توصيه نمود كه روزه نگيرد امّا در خيلي از موارد به علّت شكي كه در اصل بيماري و يا چگونگي تأثير روزه بر آن وجود دارد يا به علّت عدم وجود تحقيقات و نتايج لازم در مورد اثرات روزه بر بسياري بيماريها و به خاطر عدم امكان تعيين نقش روزه بر بيماري، پزشك واقعاً نمي داند روزه را به بيماري توصيه كند يا خير، در اين صورت وظيفۀ پزشك چيست؟ آيا در صورت توصيه يا عدم توصيه به روزه مسئول است؟جواب:
سؤال 1547--, آيا تزريق آمپولهايي كه جهت بي حسي، كاهش درد، كشتار ميكروبها و … به كارمي روند در صورتي كه هيچ خاصيّتي در جهت رساندن ويتامين يا موادّ غذايي به بدن نداشته باشند، مبطل روزه مي باشد؟جواب:
سؤال 1548--, آيا خوردن داروهاي خوراكي كه هيچ جنبه غذايي نداشته باشد و جهت تسكين آلام بيماري به كار مي رود مبطل روزه مي باشد؟جواب:
سؤال 1549--, آيا بردن وسايل غير خوراكي- مثل وسايل دندانپزشكي- در دهان، باعث ابطال روزه مي شود؟جواب:
سؤال 1550--, آيا الكلي كه جهت ضد عفوني، بعد از تزريقات، به كار برده مي شود نجس است؟جواب:
سؤال 1551--, در بعضي از بيمارستانها از دانشجوياني كه دوره آشنايي با كارهاي طبابت را به صورت عملي مي گذرانند مي خواهند كه از بيماران مراجعه كننده معاينه به عمل آورند و قصدشان هم تعليم امور درماني مي باشد، بفرماييد:الف) در صورت عدم رضايت بيماران مي توان آنان را به نوعي به معاينه مجبور نمود، مانند اينكه پزشك معالج اصلي بگويد اگر از معاينه دانشجويان ممانعت بنمايي من تو را معالجه و درمان نخواهم نمود؟ب) اگر اقدام فوق در مورد ضرورت تعليم بدون اشكال است مورد ضرورت را توضيح فرماييد؟جواب:
سؤال 1552--, آيا طبيب مي تواند ضمن انعقاد قرارداد معالجه با بيمار، سلب هرگونه مسئوليّت شرعي از خود نسبت به آسيبهاي احتمالي كه در ضمن معالجه ممكن است پيش بيايد بنمايد تا هيچ گونه ضماني به عهده وي يا عايله وي نباشد؟جواب:
سؤال 1553--, اگر از طرف قاضي، زني را جهت معاينه و تشخيص نطفه اي كه وي در رحم دارد به نزد پزشك قانوني بفرستند، در صورتي كه طبيب به طور قطع بتواند تشخيص دهد كه نطفه متعلّق به شوهر اين زن نبوده بلكه از مرد اجنبي مي باشد، در اين حال اگر طبيب واقعيّت را گزارش دهد يقين دارد اين زن را بناحق اقوام وي خواهند كشت و اگر خلاف گزارش كند بچّه ملحق به شوهر اين زن مي گردد و مسائل حقوقي و ارث و محرميّت و ساير مشكلات پيش خواهد آمد، بفرماييد وظيفه طبيب چيست؟جواب:
سؤال 1554--, نسبت به كسي كه اعتصاب غذا نموده و جان خود را به خطر انداخته يا لااقل سلامتي خود را دچار مخاطره كرده و تنها با تغذيه اجباري توسط پزشك مي توان او را از خطر جاني حفظ نمود، بفرماييد:الف) آيا اين كار براي پزشك واجب است يا مي تواند اقدامي نداشته باشد؟ب) اگر تغذيه واجب باشد و راه آن منحصر به ضرب و جرح اعتصاب كننده باشد، براي نجات دادن وي انسان چه مقدار مجاز به ضرب و جرح او مي باشد؟ج) اگر ضرب و جرح چنين كسي موجب تغيير رنگ پوست وي گردد و مستلزم ديه باشد، ديه آن به عهده كيست؟د) آيا حكم فوق نسبت به اعتصاب كننده اي كه مي داند با اعتصاب غذا، خود را به پاي مرگ مي كشاند با ديگري كه از عواقب كارش بي خبر است فرق مي كند، اگر فرق دارد وظيفه طبيب را در مورد او هم بيان فرماييد؟ه-) اگر پزشك را مجبور به تغذيه اجباري نسبت به اعتصاب كننده غذا بنمايند نه به جهت حفظ جان اعتصاب كننده بلكه براي اقرار گرفتن از وي نسبت به امري، پزشك چه تكليفي در اين صورت دارد؟جواب:
سؤال 1555--, اگر دو مصدوم را براي پزشكي جهت معالجه بياورند كه هر دو نفر در شرايط خطر جاني قرار دارند، در صورتي كه يكي از آن دو مصدوم عضو خانواده اي باشد كه اين پزشك، طبيب خانوادگي آنان مي باشد و اقدام پزشك براي معالجه هر يك از آن دو مستلزم رها ساختن مصدوم ديگر مي باشد كه در نتيجه آن مصدوم ديگر خواهد مرد، بفرماييد در اينجا وظيفه طبيب پرداختن به معالجه كدام يك از اين دو مصدوم است؟الف) با توجّه به اين كه طبيب هيچ گونه تعهّد شرعي نسبت به معالجه اعضاي خانواده مصدومي كه وي پزشك آنان است نداده باشد؟ب) در صورتي كه تعهّد شرعي نسبت به معالجه اعضاي خانواده يكي از آن دو داشته باشد حكم چگونه است؟ج) در صورتي كه مصدوم و مجروحي كه وي پزشك خانوادگي آنان مي باشد حالش بسيار سخت ولي احتمال خطر مرگ براي وي كمتر است تا مصدوم ديگر، در اين صورت وظيفه طبيب چيست؟جواب:
سؤال 1556--, اگر بيماري به پزشك مراجعه نمايد و پزشك هم در معاينات وي به سرّي از اسرار بيمار مطّلع شود كه در صورت كتمان نمودن، نفع بيمار و كسان وي در آن لحاظ مي گردد و بيمار هم خواهان پنهان ماندنآن عيب و بيماري باشد، ولي اگر طبيب به اطّلاع مسئولين مملكتي و حكومتي برساند نفع و مصلحت جامعه در آن وجود دارد اينجا طبيب چه تكليفي دارد؟جواب:
سؤال 1557--, شخصي سرطان دارد و طبيب مي داند هرگونه اقدام در جهت معالجه او بي فايده است و اگر به بيمار و كسان وي اطّلاع دهد گرچه ضربه روحي و صدمات رواني به آنان وارد مي شود امّا از صرف هزينه فراواني براي معالجه جلوگيري مي شود و طبيب هم مورد شكايت نسبت به كتمان بيماري قرار نمي گيرد و اگر اطّلاع ندهد اموال فراواني خرج معالجه مي شود كه بي فايده خواهد بود و طبيب هم مورد اعتراض واقع مي شود، بفرماييد با توجّه به اصراري كه بيمار و كسانش در مورددانستن واقعيّت دارند تكليف طبيب چيست؟جواب:
سؤال 1558--, جواني جهت ازدواج براي آزمايش به پزشك مراجعه مي كند كه پزشك وي را دچار بيماري مسري مي يابد و يا متوجّه مي شود كه او معتاد است و در اينجا اگر پزشك واقعيّت را براي ديگران كه منتظر نتيجه آزمايش مي باشند بگويد، پرده از روي راز پنهان بيمار برداشته كه قطعاً طبيب مي داند براي بيمار تبعات بدي به دنبال خواهد داشت و اگر نگويد همسر آينده وي دچار بيماري مسري مي شود و گرفتاريهايي پيدا مي نمايد و براي طبيب هم ممكن است دچار دردسر بشود بفرماييد تكليف طبيب چيست؟جواب:
سؤال 1559--, مبلغي پول در اختيار است كه آن را مي توان يا صرف مداواي يك بيمار قلبي نمود و يا صرف ده بيمار ديگر كه به امراض ديگري مبتلا هستند، حال اگر بيمار قلبي را مداوا ننماييم خواهد مرد و اگر مداواي بيماران ديگر را رها سازيم دچار رنجهاي شديد و موجب پيشرفته تر شدن بيماري آنان مي گردد و راهي هم براي مداواي هيچ يك از بيماران فوق جز از طريق خرج كردن اين مبلغ پول وجود ندارد، در اين صورت تكليف طبيب انتخاب كدام طرف مي باشد؟جواب:
سؤال 1560--, اگر پزشكي خطرناك بودن بيماري بيمار و نااميد بودنش را از حياتبيمار، به وي بگويد اسباب نگراني شديد روحي بيمار و كسان وي را فراهم مي نمايد. ولي از طرف ديگر براي گرفتن اذن از بيمار و كسان وي در صورت نياز به عمل جرّاحي گفتن آن لازم است و چه بسا موجب مي شود بيمار وصيّت نمايد و يا امانات مردم را به آنان رد نمايد و كسب حليّت كند و همچنين پزشك هم مورد اعتراض بعدي بازماندگان بيمار نسبت به عدم اخبار به آنان در مورد خطرناك بودن بيماري قرار نمي گيرد و چنانچه خطرناك بودن بيماري را اطّلاع ندهد، صدمه روحي و فكري به بيمار وارد نمي شود- هر چند تأثير هم در جهت بهبودي مريضندارد- ولي از طرف ديگر ممكن است به خاطر وصيّت نكردن، حقوق افرادي از بين برود و پزشك هم مورد اعتراض گروهي از جهت عدم اطّلاع واقع مي گردد، بفرماييد اگر راه منحصر به گفتن صريح خطرناك بودن بيماري و يا نگفتن باشد، طبيب چه بايد بكند؟جواب:
سؤال 1561--, انتخاب اولويّت در رسيدگي به چند بيمار كه همگي به اقدامات اورژانس نياز دارند بر چه اساسي است؟ آيا تنها معيار، رسيدگي به حال بيمار بدحال تر است يا اين كه شخصيّت حقوقي و حقيقي افراد باعث تفوّق يك نفر بر ديگري مي شود. مثلا رسيدگي به جان يك پزشك يا مهندس تحصيل كرده كه براي جامعه مفيدتر است با يك كارگر ساده يكسان است؟ يا مثلا رسيدگي به يك فرد معتاد به هروئين كه تصادف كرده با يك فرد مؤثّر در جامعه يكسان است؟جواب:
سؤال 1562--, آزمايش و پژوهش روي افراد چه حكمي دارد؟ آيا مي توان از انسانهابراي آزمايش داروها استفاده كرد؟ براي مثال معمول است كه در آزمايش داروها از گروه شاهد (گروه سالم) استفاده مي كنند و برخي مي گويند: اگر اثر داروي مورد مطالعه مشخص نباشد مي توان گروه شاهد را انتخاب كرد ولي در موارديكه اثر درماني داروي مورد مطالعه حتمي است و يا عدم تجويز آن سبب خطراتي مي شود تعيين گروه شاهد صحيح نيست نظر شما چيست؟ مثال ديگر: آيا از نظر اخلاقي تجويز دارونما اشكالي ندارد؟ برخي مي گويند استفاده از داروي كاملا بي اثر (Placebo)اشكال دارد و در مقايسه يك دارو، بايد آن را با داروي قديمي مقايسه كرد ولي اگر داروي قديمي موجود نباشد مي توان از دارونما استفاده كرد. البتّه دارونماي كاملا بي اثر «مثل تزريق مايع نمكي داخل رگ به جاي دارو» بايد با اطّلاع و موافقت بيمار باشد. آيا بيماران چنين مسأله اي را مي پذيرند؟ بيماري كه به بيمارستان مراجعه مي كند براي درمان است نه براي آزمايش و پيدا شدن افراد داوطلب كه بيمار هم باشند مشكل است پس راه حلّ چيست، آيا مي توان بدون اطّلاع بيمار به او دارونما داد؟ مثال ديگر: آيا استفاده از كفّار، اسرا و محكومين به مرگ، براي آزمايش و پژوهش مجاز است؟ اين روش را هيتلر روي يهوديها و آمريكاييها روي سياه پوستان انجام مي دادند.جواب:
سؤال 1563--, نظر شما در مورد عمل جرّاحي زيباسازي كه بعضي انجام مي دهند چيست؟ قابل توجّه اين كه اين عمليّات گاهي براي از بين بردن زشتي مادرزادي است و گاهي براي از بين بردن زشتي است كه مادرزادي نيست مثل زخمها و جراحاتي كه بعداً عارض مي شود و گاهي اصلا براي از بين بردن زشتي نيست، بلكه براي زيباتر شدناست؟جواب:
سؤال 1564--, شخصي از يك بيماري سخت مانند سرطان رنج مي برد و پزشكان هم از معالجه وي نااميد شده اند، حال اگر پزشكي از روي ترحّم و دلسوزي از معالجه وي كه منجر به ادامه زندگي شخص بيمار در مدّت كوتاهي مي شود خودداري نمايد و بيمار زودتر بميرد، آيا از نظر فقهي و شرعي چنين كاري جرم است يا نه؟ لطفاً به طور اجمال به دليل آن را اشاره كنيد.جواب:
سؤال 1565--, آيا كسي مي تواند به ديگري اجازه قتل خودش را بدهد؟ آيا قاتل ضامن است؟ اعمّ از اين كه مانند مريض در حال مرگ باشد كه به پزشك اذن تزريق آمپول مرگ آور مي دهد يا شخص ديگر؟جواب:
سؤال 1566--, بيماران مرگ مغزي در علم پزشكي اشخاصي هستند كه دچار توقف تمامي فعاليّتهاي شناخته شده مغزي شده اند و لكن قلب و بعضي از ارگانهاي ديگر بدن به كار خود ادامه مي دهند، تنفّس در اين بيماران متوقّف شده و با استفاده ازدستگاه تنفّس دهنده (اسپيراتور) مي توان تنفّس را برقرار كرد. تمامي اينگونه بيماران در فواصل زماني چند ساعت يا بيشتر نهايتاً دچار ايست قلبي و مرگ خواهند شد، آيا مي توان با توجّه به فروض ذيل اينگونه بيماران را از دستگاه تنفّس دهنده جدا نمود:الف) هزينه سنگين دستگاه هاي تنفّس دهنده.ب) استهلاك اين دستگاه ها به صورتي كه در موارد ضروري تر كارآيي كافي را نخواهند داشت.ج) تحمّل اضطراب و انتظار طولاني خانواده بيمار در حالي كه بيمار آنها بهبود نخواهد يافت.د) وجود بيماري كه شانس بهبودي بيشتري داشته باشد و همزمان محدوديّت در تعداد دستگاه هاي تنفّس دهنده وجود داشته باشد.جواب:
سؤال 1567--, معاينه مرد توسط پزشك زن در صورتي كه پزشك مرد در دسترس نباشد و يا اينكه باشد چه حكمي دارد؟جواب:
سؤال 1568--, مشاهده مي شود كه برخي از دانشجويان و اساتيد پزشكي از امكانات دولتي و بيت المال، مثلا فرمهاي بيمارستاني و كاغذهاي مكاتبه اي استفاده شخصي مي كنند در حالي كه هزينه اين وسايل يا از بيت المال تأمين مي شود يا به هزينه بيماران اضافه شده و از آنها اخذ مي گردد، آيا اين كار جايز است؟جواب:
سؤال 1569--, خانمي نمي دانسته كه گذاشتن دستگاه درون رحم مستلزم نظر ولمس حرام است و اين كار را انجام داده لكن حالا فهميده است، آيا بايد آن را بيرون بياورد؟ با توجّه به اينكه اگر آن را خارج نكند مجبور است هر چند وقت يك بار براي معاينه نزد دكتر برود اين مستلزم نظر و لمس حرام است.جواب:
سؤال 1570--, آيا محافظت از بچّه در رحم واجب است يعني مادر بايد تمام شرايط لازم جهت حفظ و سلامتي بچّه را فراهم كند؟جواب:
سؤال 1571--, آيا توصيه پزشك و پرستار مبني بر ضرر داشتن روزه و يا حركت اعضا و استعمال آب براي وضو و نماز به بيمار از نظر شرعي مجوّز محسوب مي شود؟جواب:
سؤال 1572--, در صورتي كه در يك شهر هم پزشك زن باشد و هم پزشك مرد، مراجعه بيمار زن:الف) در صورت تساوي علمي و مهارت تخصّصي دو پزشك (زن و مرد) به متخصّص مرد چه حكمي دارد؟ب) در صورتي كه احتمال برود متخصّص مرد عالم تر است چه حكمي دارد؟جواب:
سؤال 1573--, در بيمارستانها و مراكز آموزشي پزشكي، دانشجويان جهت آموزش مبادرت به معاينه نواحي مختلف بدن شكم، سينه، لگن، نواحي تناسلي و بيمار غير همجنس مي نمايند. با توجّه به اينكه اين امر يك موضوع آموزشي است كه در برنامه تربيت پزشكان قرار دارد چه حكمي دارد؟ و نظر مبارك در مورد حدود آن چيست؟جواب:
سؤال 1574--, در بيمارستانها و مراكز آموزشي پزشكي، دانشجويان پسر و دختر جهت يادگيري و آموزش مبادرت به انجام زايمان، كورتاژ و … مي نمايند، نظر مبارك در اين خصوص چيست؟جواب:
سؤال 1575--, گرفتن نبض و فشار خون و عمل كردن ساير دستورات پزشك توسط پرستار جنس مخالف بيمار چه حكمي دارد؟جواب:
سؤال 1576--, آيا اظهارات مسئولين بيمارستانها مبني بر كمبود پرسنل جهت جداسازي پرستاران، ضرورت انجام امور بيماران توسط پرستاران مخالف جنس بيمار را فراهم مي نمايد؟جواب:
سؤال 1577--, درباره مرگ مغزي بارها سؤال كرده ايم و جواب فرموده ايد اجازه دهيد آن را بصورت كلّي تر مطرح كنيم، در مورد مرگ مغزي كه مغز از كار افتاده و تنها دستگاههاي حيات نباتي كار مي كند و هيچ اميدي به بازگشت چنين كسي به حيات حيواني و انساني نيست احكام مختلفي در زمينه مسائل گوناگون حقوقي و مالي و پزشكي تصوّر مي شود لطفاً شرح جامعي درباره تمام اين مسائل هر چند بصورت فشرده بيان فرماييد؟جواب:
سؤال 1578--, آيا حق الماره مشروع است؟جواب:
سؤال 1579--, نظر شما در مورد تفسير علي بن ابراهيم چيست؟جواب:
سؤال 1580--, نظر شما در مورد محمّد بن سنان چيست؟جواب:
سؤال 1581--, نظر حضرت عالي در مورد معاويه ثاني چيست؟جواب:
سؤال 1582--, چرا در بعضي از زيارتهايي كه ميان مردم معمول است به حضرت مهدي (عج) شريك القرآن گفته شده است؟جواب:
سؤال 1583--, چرا بعضي محل دفن امام هشتم (عليه السلام) را قبله هفتم ناميده اند؟جواب:
سؤال 1584--, آيا تنبيه بدني دانش آموزان از سوي معلّمان جايز است؟جواب:
سؤال 1585--, معناي قيام با سيف (شمشير) كه در روايات مربوط به قيام حضرت مهدي (عج) وارد شده است، چيست؟جواب:
سؤال 1586--, ماهيّت استخدام دولتي چيست؟ با توجّه به اين كه حقوق كارمند با گذشت زمان تغيير مي يابد و دولت اعتباراتي را در تعيين زمان بازنشستگي او دارد.جواب:
سؤال 1587--, ماهيّت بازنشستگي و حقوق مترتب بر آن چيست؟جواب:
سؤال 1588--, حضرت آدم (عليه السلام) در كدام بهشت بوده است؟ و چگونه ممكن است كسي از بهشت بيرون رانده شود؟جواب:
سؤال 1589--, آيا مصادره اموال فراريان جايز است؟ و آيا صرف فرار به خارج، مجوّز مصادره مي شود؟جواب:
سؤال 1590--, وظيفه مسلمانان در مقابل كساني كه به نوّاب اربعه امام زمان (عج) و علماي شيعه توهين مي كنند چيست؟جواب:
سؤال 1591--, آيا اخذ شهريه براي طلّابي كه به كار ديگري اشتغال دارند جايز است؟ تكليف شهريه هايي كه تاكنون گرفته شده است، چيست؟جواب:
سؤال 1592--, آيا مراعات نوبت در اموري كه طبق نوبت به كار افراد رسيدگي مي شود، يك حقّ عقلايي و شرعي است و تخلّف از آن حرام است؟جواب:
سؤال 1593--, در چه روزهايي از هفته نبايد به عيادت مريض رفت؟جواب:
سؤال 1594--, اين جانب در رشته رياضي دانشگاه اصفهان مشغول تحصيل هستم ولي به علّت علاقه شديد به دروس حوزوي از خواندن دروس خود بازمي مانم، تكليف شرعي من در اينجا چيست؟جواب:
سؤال 1595--, تقسيمات ابواب فقهي بر چه مبنايي است؟ اگر مبناي تقسيم بندي، مسائلي از قبيل عبادات، حقوق قضايي جزايي، اجتماعي، خانوادگي، فردي باشد چگونه است؟ گروهي مبناي تقسيمات را مثلا قصد تقرّب و عدم آن مي دانند و گروهي لفظي و غير لفظي مي دانند. در هر صورت آيا مي توان تقسيمي جامع ارائه داد كه بابهاي هم سنخ در يكمقوله قرار گيرند؟جواب:
سؤال 1596--, آيا حضرت عالي عكسي را كه به عنوان تمثال حضرت محمد (صلي الله عليه و آله) در بازار موجود است و حضرت را به صورت جوان كم سن كم سن وسالي نشان مي دهد، تأييد مي فرماييد؟جواب:
